rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
339,"Julián Augusto Saldívar, Central",,casa,200,built,42185.09,250000000,PYG,67300.12,40023.38,100970.37,42,0,casa|central,1054831,1,,infocasas,https://www.infocasas.com.py/casaventapy-central-julian-augusto-saldivar/193236403,Central,Julián Augusto Saldívar
340,Asunción,Los Laureles,departamento,43,built,70000,70000,USD,88771.18,53378.11,124519.34,56,8,departamento|asuncion,1051186,2,,infocasas,https://www.infocasas.com.py/departamento-1-dormitorio-edificio-rembrandt-los-laureles-asuncion/193854852,Asunción,
341,Asunción,,departamento,60,built,59059.12,350000000,PYG,77797.1,46779.39,109125.99,56,8,departamento|asuncion,1049327,1,,uprop,https://uprop.com.py/detail/departamento-totalmente-refaccionado-y-modernizado-en-el-edificio-alicante-ii-17f3cebc-cceb-481e-a1e5-fac693633ae5,Asunción,
342,Asunción,,departamento,87,built,140000,140000,USD,158587.47,95358.65,222450.65,56,8,departamento|asuncion,1040898,1,,uprop,https://uprop.com.py/detail/departamento-en-edificio-emporium-94c2332b-5f21-4e16-9ab2-ef94d52269c8,Asunción,
343,Asunción,Villa Morra,departamento,89,built,120000,120000,USD,138537.88,83302.83,194327.08,56,8,departamento|asuncion,1038121,1,,infocasas,https://www.infocasas.com.py/oferta-departamento-de-dos-dormitorios-en-villamorra/194198693,Asunción,
344,"Itacurubí de la Cordillera, Cordillera",,terreno,1440,land,28685.86,170000000,PYG,49868.54,32878.33,64968.73,49,0,terreno|cordillera,1037951,1,234,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itacurubi-de-la-cordillera/143061091-3,Cordillera,
345,"Villeta, Central",,casa,120,built,27842.16,165000000,PYG,52355.89,31136.05,78549.55,42,0,casa|central,1029577,1,772,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villeta/143080002-254,Central,Villeta
346,"Altos, Cordillera",,terreno,720,total,22779.95,135000000,PYG,43761.06,28851.67,57011.91,49,1,terreno|cordillera,1028075,1,107,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143109001-23,Cordillera,Altos
347,"Luque, Central",,casa,360,built,92807.19,550000000,PYG,117065.53,69618.87,175633.41,42,4,casa|central,1018850,2,604,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143100020-12,Central,Luque
348,Asunción,La Recoleta,departamento,59.34,built,85056,85056,USD,103215.27,62063.34,144780.05,56,8,departamento|asuncion,1016919,1,,cb,https://coldwellbanker.com.py/propiedad/vendo-dpto-1-dormitorio-zona-shopping-mariscal--310777,Asunción,
349,Asunción,Los Laureles,departamento,78,built,115100,115100,USD,133169.49,80074.82,186796.85,56,8,departamento|asuncion,1011892,1,105,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063102-363,Asunción,
350,Asunción,Madame Lynch,departamento,70,total,127500,127500,USD,145562.72,87526.86,204180.82,56,8,departamento|asuncion,1011512,1,1487,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143054107-2,Asunción,
351,"Arroyos y Esteros, Cordillera",,terreno,1000,land,21092.54,125000000,PYG,41724.3,27508.83,54358.42,49,0,terreno|cordillera,1010956,1,710,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/arroyos-y-esteros/143084044-9,Cordillera,
352,Asunción,San Roque,departamento,69,total,60000,60000,USD,78051.23,46932.21,109482.46,56,8,departamento|asuncion,1010869,1,142,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098047-50,Asunción,
353,Asunción,La Encarnación,departamento,44.38,total,40497.68,240000000,PYG,58404.91,35118.87,81924.56,56,8,departamento|asuncion,1002805,1,91,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143020131-9,Asunción,
354,"Fernando de la Mora, Central",,casa,215,built,115418.4,684000000,PYG,139284.9,82832.73,208969.14,42,7,casa|central,1002393,1,98,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143094057-24,Central,Fernando de la Mora
355,"Eusebio Ayala, Cordillera",,terreno,1483,land,29529.56,175000000,PYG,49905.78,32902.88,65017.25,49,0,terreno|cordillera,998435,1,664,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/eusebio-ayala/143025152-44,Cordillera,
356,"Luque, Central",,departamento,40,total,68252,68252,USD,91947.14,55747.55,140035.49,42,8,departamento|central,995196,1,119,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143063141-136,Central,Luque
357,"Luque, Central",,casa,238,built,126555.26,750000000,PYG,150227.61,89340.36,225386.48,42,3,casa|central,994239,1,505,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143072152-2,Central,Luque
358,Asunción,Las Lomas (Carmelitas),departamento,44,total,98450,98450,USD,116178.01,69857.84,162962.9,56,8,departamento|asuncion,992769,1,191,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098133-749,Asunción,
359,"Nueva Italia, Central",,casa,70,built,23623.65,140000000,PYG,47139.24,28033.71,70723.01,42,0,casa|central,987655,1,,infocasas,https://www.infocasas.com.py/vendo-propiedad-de-6-hectareas-en-nueva-italia-140-millones-por-hectareas/193216000,Central,Nueva Italia
360,Asunción,Santísima Trinidad,departamento,55,total,81300,81300,USD,98935.11,59489.68,138776.28,56,8,departamento|asuncion,987566,1,340,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098009-667,Asunción,
361,Asunción,Mburucuyá,departamento,91,built,150000,150000,USD,167633.62,100798.1,235139.68,56,8,departamento|asuncion,987483,1,,infocasas,https://www.infocasas.com.py/amplio-departamento-en-exclusivo-barrio-mburucuya/193104902,Asunción,
362,Asunción,Mburucuyá,departamento,69,total,111142,111142,USD,128738.1,77410.22,180580.93,56,8,departamento|asuncion,985382,1,917,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010155-30,Asunción,
363,Asunción,Las Carmelitas,departamento,52,built,104800,104800,USD,122365.11,73578.14,171641.54,56,8,departamento|asuncion,983646,1,,infocasas,https://www.infocasas.com.py/departamento-en-venta-c-cochera-en-las-lomas-las-carmelitas/192917853,Asunción,
364,Asunción,Barrio Jara,departamento,94,total,85000,85000,USD,102559.81,61669.22,143860.65,56,8,departamento|asuncion,983349,1,318,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063128-226,Asunción,
365,"Piribebuy, Cordillera",,terreno,1000,land,21936.24,130000000,PYG,41959.77,27664.08,54665.19,49,0,terreno|cordillera,981153,1,23,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143025261-5,Cordillera,
366,Asunción,Los Laureles,departamento,50,total,78642,78642,USD,96094.14,57781.4,134791.25,56,8,departamento|asuncion,977320,1,304,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063159-37,Asunción,
367,Asunción,Recoleta,departamento,49.7,total,60000,60000,USD,77448.61,46569.85,108637.17,56,1,departamento|asuncion,977122,1,168,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143036045-240,Asunción,
368,"San Bernardino, Cordillera",,terreno,1196,total,47784,47784,USD,67663.63,44610.63,88152.17,49,4,terreno|cordillera,974102,1,227,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143072126-35,Cordillera,San Bernardino
369,Asunción,Las Lomas (Carmelitas),departamento,65,built,110500,110500,USD,127893.11,76902.13,179395.67,56,8,departamento|asuncion,974014,1,127,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025241-36,Asunción,
370,Asunción,Las Carmelitas,departamento,59,built,105000,105000,USD,122382.71,73588.73,171666.23,56,8,departamento|asuncion,973432,1,,infocasas,https://www.infocasas.com.py/dptos-en-prepozo-zona-shopping-del-sol-av-molas-lopez/193612723,Asunción,
371,"San Bernardino, Cordillera",,terreno,1119,land,27991,27991,USD,47819.79,31527.59,62299.63,49,1,terreno|cordillera,971611,2,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-99,Cordillera,San Bernardino
372,Asunción,Herrera,departamento,52,total,80000,80000,USD,97276.9,58492.6,136450.3,56,8,departamento|asuncion,967506,1,569,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063080-116,Asunción,
373,Asunción,Las Lomas,departamento,62,built,119000,119000,USD,136247.53,81925.64,191114.42,56,8,departamento|asuncion,965862,1,,infocasas,https://www.infocasas.com.py/departamento-de-1-dormitorio-en-petra-tower/193215767,Asunción,
374,Asunción,Recoleta,departamento,52,built,65000,65000,USD,82137.25,49389.13,115213.92,56,8,departamento|asuncion,959686,1,754,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010038-320,Asunción,
375,Asunción,Herrera,departamento,65,total,105000,105000,USD,122125.95,73434.33,171306.07,56,8,departamento|asuncion,959053,1,36,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098086-11,Asunción,
376,"Julián Augusto Saldívar, Central",,casa,50,built,16874.03,100000000,PYG,39706.19,23613.27,59571.2,42,0,casa|central,958951,1,,infocasas,https://www.infocasas.com.py/casa-en-j-augusto-saldivar/190485389,Central,Julián Augusto Saldívar
377,"Fernando de la Mora, Central",,departamento,65,built,49778.4,295000000,PYG,72565.08,43996.21,110516.62,42,8,departamento|central,957041,1,672,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143071070-56,Central,Fernando de la Mora
378,Asunción,,departamento,50.6,built,105000,105000,USD,122085.35,73409.92,171249.11,56,8,departamento|asuncion,956779,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-en-edificio-altea-tower-500ee6ef-b8e6-41d1-99c5-3bfe08f595e6,Asunción,
379,Asunción,Villa Aurelia,departamento,60,built,90000,90000,USD,107043.83,64365.46,150150.38,56,8,departamento|asuncion,954455,1,,infocasas,https://www.infocasas.com.py/departamento-en-venta/193662135,Asunción,
380,"Emboscada, Cordillera",,terreno,623,land,13499.23,80000000,PYG,32959.45,21730.16,42939.57,49,0,terreno|cordillera,953551,1,794,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/emboscada/143010091-71,Cordillera,
381,Asunción,Recoleta,departamento,82,built,80995.37,480000000,PYG,98007.65,58932,137475.34,56,8,departamento|asuncion,952688,1,,infocasas,https://www.infocasas.com.py/en-venta-departamento-en-quinta-ruotti-bloque-c/191886922,Asunción,
382,"Lambaré, Central",,departamento,48,built,53996.91,320000000,PYG,76569.47,46424.07,116615.3,42,5,departamento|central,948048,1,,uprop,https://uprop.com.py/detail/departamento-en-venta-4-ambientes-4fbc6591-65ce-4547-844e-a7df29b10b38,Central,Lambaré
383,Asunción,Sajonia,departamento,100,built,60746.52,360000000,PYG,77604.62,46663.66,108856,56,7,departamento|asuncion,944053,1,,infocasas,https://www.infocasas.com.py/vendo-dpto-dpto-3-hab-sajonia-zona-palacio/194230391,Asunción,
384,Asunción,Recoleta,departamento,40.5,total,65000,65000,USD,81846.64,49214.38,114806.28,56,8,departamento|asuncion,943412,2,444,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056031-721,Asunción,
385,Asunción,La Recoleta,departamento,56,built,78143,78143,USD,94966.3,57103.24,133209.23,56,8,departamento|asuncion,942105,1,,cb,https://coldwellbanker.com.py/propiedad/oportunidad-vendo-dept-2-dorm-alta-rentabilidad-10-edificio-nest--4329290,Asunción,
386,Asunción,Las Lomas (Carmelitas),departamento,41.7,total,84048,84048,USD,100823.87,60625.39,141425.64,56,8,departamento|asuncion,939449,1,530,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100020-28,Asunción,
387,Asunción,,departamento,49,built,99000,99000,USD,115763.26,69608.45,162381.12,56,8,departamento|asuncion,938742,2,,uprop,https://uprop.com.py/detail/departamento-amoblado-con-renta-5aa6eacf-2c34-4804-b1c1-58c6be5b637e,Asunción,
388,"Altos, Cordillera",,terreno,830.2,total,21936.24,130000000,PYG,41043.64,27060.07,53471.66,49,2,terreno|cordillera,936262,1,125,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143108008-11,Cordillera,Altos
389,"Luque, Central",,departamento,41.65,built,46710,46710,USD,68989.65,41828.43,105071.24,42,8,departamento|central,935745,1,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143054106-18,Central,Luque
390,Asunción,Mburucuyá,departamento,64,total,107590,107590,USD,124238.7,74704.73,174269.62,56,8,departamento|asuncion,932327,1,917,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010155-31,Asunción,
391,Asunción,,departamento,70,built,140000,140000,USD,156627.4,94180.05,219701.25,56,8,departamento|asuncion,931134,1,,uprop,https://uprop.com.py/detail/departamento-amoblado-edificio-life-bruselas-id-45175-db4216ed-272f-45a9-8b64-f00f4be2792f,Asunción,
392,Asunción,La Recoleta,departamento,55,built,88000,88000,USD,104499.79,62835.73,146581.86,56,8,departamento|asuncion,923989,1,,cb,https://coldwellbanker.com.py/propiedad/vendo-dept-2-dormitorios-1-banos-shooping-mariscal-edificio-villanueva--4336134,Asunción,
393,"Capiatá, Central",,casa,220,built,62433.93,370000000,PYG,84419.61,50204.34,126654.74,42,2,casa|central,923399,1,178,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143063194-24,Central,Capiatá
394,Asunción,San Roque,departamento,77.9,built,65000,65000,USD,81468.46,48986.98,114275.81,56,8,departamento|asuncion,922234,1,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100046-7,Asunción,
395,"Lambaré, Central",,casa,420,built,155000,155000,USD,176946.83,105230.28,265473.33,42,8,casa|central,921767,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-lambare-zona-subestatica/193861605,Central,Lambaré
396,Asunción,,departamento,46,built,83490,83490,USD,99943.32,60095.92,140190.49,56,8,departamento|asuncion,921386,2,,uprop,https://uprop.com.py/detail/departamento-de-1-dormitorio-en-edificio-vidalta-barrio-bella-vista-ef0b6e12-5a3d-423c-b814-a61ab915b4c5,Asunción,
397,Asunción,,departamento,49.5,built,76341,76341,USD,92785.36,55791.84,130150.03,56,8,departamento|asuncion,920884,1,,uprop,https://uprop.com.py/detail/departamento-en-pozo-edificio-bruselas-plaza-zona-shopping-del-sol-e14f7c4e-84c6-4790-8977-a32b085d3b03,Asunción,
398,"San Antonio, Central",,casa,128,built,46403.59,275000000,PYG,68292.5,40613.55,102459.23,42,6,casa|central,919334,1,183,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-antonio/143080238-2,Central,San Antonio
399,Asunción,,departamento,50,built,74961.68,444242782,PYG,91330.81,54917.22,128109.73,56,8,departamento|asuncion,916671,2,,uprop,https://uprop.com.py/detail/departamento-en-asuncion-las-mercedes-c2ded6ca-dd56-4eee-b049-5a48f8c56a5e,Asunción,
400,"Altos, Cordillera",,terreno,5000,land,64121.33,380000000,PYG,82711.08,54531.41,107755.99,49,0,terreno|cordillera,910898,1,661,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143098123-14,Cordillera,Altos
401,"San Lorenzo, Central",,casa,200,built,86057.58,510000000,PYG,107680.94,64037.86,161553.72,42,8,casa|central,908181,1,44,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143009115-45,Central,San Lorenzo
402,"Altos, Cordillera",,terreno,806,total,21936.24,130000000,PYG,40461,26675.94,52712.59,49,2,terreno|cordillera,907713,3,636,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143025156-160,Cordillera,Altos
403,Asunción,Villa Morra,departamento,46,total,98800,98800,USD,114970.61,69131.83,161269.27,56,8,departamento|asuncion,905554,1,114,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098121-68,Asunción,
404,"Atyra, Cordillera",,terreno,2500,land,26154.75,155000000,PYG,44634.25,29427.36,58149.5,49,2,terreno|cordillera,905495,1,,uprop,https://uprop.com.py/detail/terreno-en-atyra-cordillera-74777898-8923-48e9-9e66-cfd7ef6173e5,Cordillera,
405,Asunción,Villa Morra,departamento,42.55,built,63969,63969,USD,80081.92,48153.26,112330.91,56,8,departamento|asuncion,902323,1,604,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143097001-43,Asunción,
406,"Luque, Central",,departamento,70,total,77000,77000,USD,98480.62,59708.8,149985.99,42,8,departamento|central,902186,1,204,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143063116-100,Central,Luque
407,"Caacupé, Cordillera",,terreno,588,total,14596.04,86500000,PYG,32972.64,21738.86,42956.75,49,0,terreno|cordillera,900453,1,968,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143094043-32,Cordillera,Caacupé
408,"San Bernardino, Cordillera",,terreno,660,land,25311.05,150000000,PYG,43678.54,28797.26,56904.4,49,8,terreno|cordillera,900007,1,,uprop,https://uprop.com.py/detail/terreno-en-san-bernardino-sierras-del-lago-3302dbd9-bef3-4d02-b3e6-fbfaa9b9ed11,Cordillera,San Bernardino
409,"Caacupé, Cordillera",,terreno,532,total,12655.53,75000000,PYG,30966.05,20415.92,40342.57,49,2,terreno|cordillera,897216,1,90,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143100047-8,Cordillera,Caacupé
410,"Capiatá, Central",,casa,244,built,70870.94,420000000,PYG,92225.68,54846.61,138366.19,42,1,casa|central,896899,1,231,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143009135-78,Central,Capiatá
411,Asunción,Mburucuyá,departamento,51,built,85000,85000,USD,101007.9,60736.05,141683.79,56,8,departamento|asuncion,896443,2,,infocasas,https://www.infocasas.com.py/vendo-departamento-de-un-dormitorio-con-renta-en-mburucuya/193027648,Asunción,
412,"Piribebuy, Cordillera",,terreno,720,land,16874.03,100000000,PYG,35157.97,23179.65,45803.8,49,0,terreno|cordillera,895913,1,167,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143072035-110,Cordillera,
413,Asunción,Las Lomas (Carmelitas),departamento,65,built,116935,116935,USD,132894.64,79909.54,186411.3,56,8,departamento|asuncion,893740,1,41,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143020091-69,Asunción,
