rank,place,barrio,kind,area_m2,area_figure,bedrooms,bathrooms,asking_usd,asking_native,currency,score,part_cuts,part_staleness,part_ask,part_relist,days_listed,share_of_recent_closes_that_took_fewer_days,recent_closes_median_days,cuts_seen,cut_depth,ask_usd_m2,segment_median_terminal_ask_usd_m2,ask_m2_share_below,relisted_below_earlier_ask,listings,source,url,department_market,city_market
411,Asunción,Pettirossi,casa,341,built,6,3,118756.18,700000000,PYG,0.411,0.5833,0.7444,0,0,339,0.7444,189.5,1,0.0667,348.26,638.83,0.1034,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143061088-7,Asunción,
412,Asunción,Sajonia,casa,368,built,5,4,178134.27,1050000000,PYG,0.411,0.75,0.5111,0,0,203,0.5111,189.5,1,0.125,484.06,638.83,0.2529,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143098119-31,Asunción,
413,"Fernando de la Mora, Central",,casa,250,built,5,4,212064.61,1250000000,PYG,0.411,0,0.8333,0.9085,0,408,0.8333,141.5,0,0,848.26,542.23,0.8634,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143025117-43,Central,Fernando de la Mora
414,"Fernando de la Mora, Central",,duplex,160,built,3,2,180000,180000,USD,0.41,0,0.7576,1,0,343,0.7576,150,0,0,1125,723.5,0.9615,0,2,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/fernando-de-la-mora/143084038-74,Central,Fernando de la Mora
415,Asunción,Villa Morra,departamento,58,total,2,2,129500,129500,USD,0.41,0,0.8711,0.8576,0,330,0.8711,62.5,0,0,2232.76,1671.33,0.843,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098133-592,Asunción,
416,"Lambaré, Central",,casa,260,built,4,4,203582.03,1200000000,PYG,0.41,0,0.8958,0.8265,0,498,0.8958,141.5,0,0,783.01,542.23,0.8306,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/lambare/143036107-15,Central,Lambaré
417,"Luque, Central",,terreno,360,land,,,59378.09,350000000,PYG,0.41,0,0.9967,0.7,0,1369,0.9967,119.5,0,0,164.94,92.66,0.78,0,2,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143010117-30,Central,Luque
418,"San Lorenzo, Central",,casa,120,built,2,1,110273.6,650000000,PYG,0.409,0,0.7552,1,0,303,0.7552,141.5,0,0,918.95,542.23,0.9071,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143054126-80,Central,San Lorenzo
419,"Caacupé, Cordillera",,terreno,1750,land,1,1,78039.78,460000000,PYG,0.409,0,0.902,0.8152,0,518,0.902,146,0,0,44.59,23.03,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143063146-139,Cordillera,Caacupé
420,Asunción,La Encarnación,casa,160,built,4,3,180000,180000,USD,0.409,0,0.9444,0.7615,0,807,0.9444,189.5,0,0,1125,638.83,0.8046,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143071070-50,Asunción,
421,"San Lorenzo, Central",,casa,180,built,3,1,144203.93,850000000,PYG,0.409,0,0.8698,0.8538,0,452,0.8698,141.5,0,0,801.13,542.23,0.8415,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143063068-103,Central,San Lorenzo
422,"Capiatá, Central",,terreno,685,land,,,33930.34,200000000,PYG,0.409,0.7045,0.5662,0,0,148,0.5662,119.5,1,0.0909,49.53,92.66,0.22,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143068141-6,Central,Capiatá
423,Asunción,Las Mercedes,departamento,48,total,1,1,99900,99900,USD,0.408,0,0.9921,0.6977,0,963,0.9921,62.5,0,0,2081.25,1671.33,0.7791,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010075-163,Asunción,
424,"Mariano Roque Alonso, Central",,terreno,360,land,,,59378.09,350000000,PYG,0.408,0,0.9901,0.7,0,886,0.9901,119.5,0,0,164.94,92.66,0.78,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143005074-23,Central,Mariano Roque Alonso
425,"Fernando de la Mora, Central",,casa,400,built,7,7,330820.79,1950000000,PYG,0.408,0,0.8333,0.8948,0,421,0.8333,141.5,0,0,827.05,542.23,0.8579,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143019010-216,Central,Fernando de la Mora
426,Asunción,Las Mercedes,departamento,69,total,2,1,142507.42,840000000,PYG,0.407,0,0.9895,0.6977,0,841,0.9895,62.5,0,0,2065.32,1671.33,0.7791,0,2,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143038046-115,Asunción,
427,"Cambyretá, Itapúa",,terreno,720,land,,,140000,140000,USD,0.407,0,0.7463,1,0,589,0.7463,281,0,0,194.44,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/cambyreta/143011030-212,Itapúa,
428,"Altos, Cordillera",,terreno,360,land,,,15268.65,90000000,PYG,0.407,0,0.9804,0.7065,0,858,0.9804,146,0,0,42.41,23.03,0.7826,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143005083-36,Cordillera,Altos
429,Asunción,Ycuá Satí,departamento,54,built,1,1,115000,115000,USD,0.407,0,0.8079,0.9221,0,246,0.8079,62.5,0,0,2129.63,1388.89,0.8689,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063031-334,Asunción,
430,"Mariano Roque Alonso, Central",,casa,80,built,3,1,69557.19,410000000,PYG,0.407,0,0.7969,0.9358,0,347,0.7969,141.5,0,0,869.46,542.23,0.8743,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/mariano-roque-alonso/143084005-95,Central,Mariano Roque Alonso
431,"Mariano Roque Alonso, Central",,casa,100,built,2,1,135721.35,800000000,PYG,0.407,0,0.7448,1,0,296,0.7448,141.5,0,0,1357.21,542.23,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/mariano-roque-alonso/143100032-2,Central,Mariano Roque Alonso
432,Asunción,San Vicente,casa,200,built,3,2,229029.78,1350000000,PYG,0.406,0,0.9111,0.7902,0,562,0.9111,189.5,0,0,1145.15,638.83,0.8161,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143068099-13,Asunción,
433,Asunción,Villa Aurelia,duplex,192,built,3,2,195000,195000,USD,0.406,0.375,0.2989,0.8979,0,94,0.2989,151,1,0.025,1015.63,742.02,0.8592,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/asuncion/143098027-135,Asunción,
434,"Lambaré, Central",,casa,264,built,3,3,288407.87,1700000000,PYG,0.405,0,0.7396,1,0,276,0.7396,141.5,0,0,1092.45,542.23,0.9617,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/lambare/143094036-36,Central,Lambaré
435,"Luque, Central",,casa,65,built,2,1,71253.71,420000000,PYG,0.405,0,0.7396,1,0,276,0.7396,141.5,0,0,1096.21,542.23,0.9617,0,2,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143063059-84,Central,Luque
436,"Ñemby, Central",,casa,77,built,3,1,59378.09,350000000,PYG,0.405,0,0.9219,0.7719,0,548,0.9219,141.5,0,0,771.14,542.23,0.8087,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/nemby/143091036-22,Central,Ñemby
437,"Fernando de la Mora, Central",,casa,250,built,3,3,205278.54,1210000000,PYG,0.405,0,0.8229,0.8948,0,393,0.8229,141.5,0,0,821.11,542.23,0.8579,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143071055-300,Central,Fernando de la Mora
438,Asunción,Villa Morra,departamento,51,built,1,1,98000,98000,USD,0.405,0,0.9316,0.7582,0,414,0.9316,62.5,0,0,1921.57,1388.89,0.8033,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143072073-94,Asunción,
439,Asunción,Manorá,departamento,53.3,built,1,1,125574,125574,USD,0.404,0,0.7368,1,0,181,0.7368,62.5,0,0,2355.98,1388.89,0.918,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025178-49,Asunción,
440,"Limpio, Central",,casa,124,built,3,2,67012.42,395000000,PYG,0.404,0.75,0.4844,0,0,135,0.4844,141.5,1,0.1222,540.42,542.23,0.4863,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/limpio/143037043-132,Central,Limpio
441,"Hernandarias, Alto Paraná",,terreno,1500,land,,,76343.26,450000000,PYG,0.404,0.75,0.4836,0,0,128,0.4836,131.5,1,0.1,50.9,80.9,0.2927,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/hernandarias/143099032-7,Alto Paraná,Hernandarias
442,Asunción,Mburucuyá,departamento,60,built,1,1,111000,111000,USD,0.403,0,0.9921,0.6762,0,908,0.9921,62.5,0,0,1850,1388.89,0.7705,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010038-293,Asunción,
443,Asunción,Recoleta,departamento,49,total,1,1,100000,100000,USD,0.403,0,0.9737,0.6977,0,623,0.9737,62.5,0,0,2040.82,1671.33,0.7791,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056036-64,Asunción,
444,"Ciudad del Este, Alto Paraná",,departamento,72.2,built,2,2,137714,137714,USD,0.403,0,0.9242,0.7593,0,116,0.9242,14,0,0,1907.4,1312.81,0.8037,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/ciudad-del-este/143050056-211,Alto Paraná,Ciudad del Este
445,"Cambyretá, Itapúa",,terreno,567,land,,,178134.27,1050000000,PYG,0.403,0,0.7313,1,0,529,0.7313,281,0,0,314.17,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/cambyreta/143011030-216,Itapúa,
446,"Lambaré, Central",,terreno,456,land,,,76343.26,450000000,PYG,0.403,0,0.9437,0.7333,0,501,0.9437,119.5,0,0,167.42,92.66,0.7933,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143098112-5,Central,Lambaré
447,"Lambaré, Central",,terreno,1200,land,,,200000,200000,USD,0.403,0,0.957,0.7167,0,598,0.957,119.5,0,0,166.67,92.66,0.7867,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143071067-71,Central,Lambaré
448,"Fernando de la Mora, Central",,casa,150,built,2,2,127238.77,750000000,PYG,0.402,0,0.8021,0.9085,0,352,0.8021,141.5,0,0,848.26,542.23,0.8634,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143100042-10,Central,Fernando de la Mora
449,"Luque, Central",,duplex,170,built,3,3,223940.23,1320000000,PYG,0.402,0,0.7273,1,0,296,0.7273,150,0,0,1317.3,723.5,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/luque/143063128-237,Central,Luque
450,"San Lorenzo, Central",,duplex,100,built,3,3,110273.6,650000000,PYG,0.402,0,0.7273,1,0,283,0.7273,150,0,0,1102.74,723.5,0.9615,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/san-lorenzo/143096011-85,Central,San Lorenzo
451,"Encarnación, Itapúa",,casa,300,built,4,5,250000,250000,USD,0.402,0,0.9615,0.7065,0,1228,0.9615,178,0,0,833.33,537.5,0.7826,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143085019-64,Itapúa,Encarnación
452,"Encarnación, Itapúa",,casa,143,built,4,1,118756.18,700000000,PYG,0.402,0,0.9615,0.7065,0,963,0.9615,178,0,0,830.46,537.5,0.7826,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143085018-20,Itapúa,Encarnación
453,"San Bernardino, Cordillera",,terreno,600,land,,,25447.75,150000000,PYG,0.402,0,0.9608,0.7065,0,674,0.9608,146,0,0,42.41,23.03,0.7826,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143098017-69,Cordillera,San Bernardino
454,"Fernando de la Mora, Central",,terreno,528.7,land,,,98397.98,580000000,PYG,0.401,0,0.8576,0.8333,0,337,0.8576,119.5,0,0,186.11,92.66,0.8333,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/fernando-de-la-mora/143080211-6,Central,Fernando de la Mora
455,Asunción,Villa Morra,departamento,91.1,built,2,2,165000,165000,USD,0.401,0,0.9816,0.6762,0,728,0.9816,62.5,0,0,1811.2,1388.89,0.7705,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143038058-12,Asunción,
456,Asunción,Villa Morra,departamento,58,built,2,2,112500,112500,USD,0.401,0,0.9158,0.7582,0,386,0.9158,62.5,0,0,1939.66,1388.89,0.8033,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063065-65,Asunción,
457,Asunción,Mariscal López,casa,220,built,3,3,250000,250000,USD,0.4,0,0.8889,0.7902,0,550,0.8889,189.5,0,0,1136.36,638.83,0.8161,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143028074-18,Asunción,
458,Asunción,Mariscal Estigarribia,departamento,49,total,1,1,120000,120000,USD,0.4,0,0.7211,1,0,164,0.7211,62.5,0,0,2448.98,1671.33,0.9244,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063217-17,Asunción,
459,"Luque, Central",,casa,82,built,3,2,73798.48,435000000,PYG,0.4,0,0.7396,0.9768,0,277,0.7396,141.5,0,0,899.98,542.23,0.8907,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143071054-535,Central,Luque
